ts,open,high,low,close,volume
2026-04-13 11:30,67.56,67.77,67.24,67.35,33020
2026-04-13 14:00,67.37,67.81,67.23,67.65,30682
2026-04-13 15:00,67.66,67.8,67.45,67.6,37927
2026-04-14 10:30,68.13,69.28,68.13,69.01,120888
2026-04-14 11:30,69.0,69.11,68.71,69.1,41327
2026-04-14 14:00,69.13,69.34,68.66,68.74,64018
2026-04-14 15:00,68.73,69.19,68.72,69.11,47006
2026-04-15 10:30,69.59,69.9,68.9,69.03,99022
2026-04-15 11:30,69.03,69.07,68.77,68.94,32926
2026-04-15 14:00,68.94,69.0,68.36,68.42,44358
2026-04-15 15:00,68.41,68.48,67.8,67.9,65149
2026-04-16 10:30,68.33,68.66,67.38,67.39,133518
2026-04-16 11:30,67.39,67.42,67.11,67.38,68784
2026-04-16 14:00,67.38,67.38,66.71,66.82,93355
2026-04-16 15:00,66.82,66.94,66.66,66.84,114921
2026-04-17 10:30,66.71,66.71,65.81,65.84,134003
2026-04-17 11:30,65.83,65.86,65.51,65.53,81725
2026-04-17 14:00,65.53,66.16,65.53,65.95,83414
2026-04-17 15:00,65.94,66.01,65.61,65.66,90763
2026-04-20 10:30,66.0,66.88,65.63,66.53,151548
2026-04-20 11:30,66.53,66.78,66.26,66.48,52588
2026-04-20 14:00,66.51,66.96,66.39,66.45,70594
2026-04-20 15:00,66.45,66.53,66.35,66.52,57429
2026-04-21 10:30,66.66,66.66,65.12,65.2,134337
2026-04-21 11:30,65.2,65.35,65.13,65.19,42215
2026-04-21 14:00,65.19,66.65,65.11,66.08,70010
2026-04-21 15:00,66.07,66.16,65.7,66.04,45069
2026-04-22 10:30,65.86,66.53,65.32,66.18,86616
2026-04-22 11:30,66.19,66.35,66.01,66.05,30446
2026-04-22 14:00,66.06,67.12,66.04,66.56,98308
2026-04-22 15:00,66.58,67.0,66.52,66.91,64940
2026-04-23 10:30,67.0,67.18,66.11,66.4,108758
2026-04-23 11:30,66.37,66.43,65.63,65.67,62373
2026-04-23 14:00,65.63,65.87,65.35,65.56,72468
2026-04-23 15:00,65.56,65.65,65.29,65.34,61767
2026-04-24 10:30,65.02,65.06,63.65,63.72,183675
2026-04-24 11:30,63.72,64.52,63.65,64.13,58040
2026-04-24 14:00,64.15,64.61,64.07,64.31,44462
2026-04-24 15:00,64.31,65.18,64.31,64.75,59088
